English,Chinese,Pinyin,Word Type,CEFR Level
daughter,女儿,nǚér,noun,A1,,the daughter
day,天,tiān,noun,A1,,the day
December,十二月,shíèryuè,noun,A1,,the December
description,描述,miáoshù,noun,A1,,the description
design,设计,shèjì,noun,A1,,the design
desk,桌子,zhuōzi,noun,A1,,the desk
detail,细节,xìjié,noun,A1,,the detail
dialogue,对话,duìhuà,noun,A1,,the dialogue
dictionary,字典,zìdiǎn,noun,A1,,the dictionary
diet,饮食,yǐnshí,noun,A1,,the diet
difference,不同之处,bùtóngzhīchù,noun,A1,,the difference
dinner,晚餐,wǎncān,noun,A1,,the dinner
dish,盘子,pánzi,noun,A1,,the dish
doctor,医生,yīshēng,noun,A1,,the doctor
dog,狗,gǒu,noun,A1,,the dog
dollar,美元,měiyuán,noun,A1,,the dollar
door,门,mén,noun,A1,,the door
dress,裙子,qúnzi,noun,A1,,the dress
drink,喝,hē,noun,A1,,the drink
driver,司机,sījī,noun,A1,,the driver
DVD,DVD,dvd,noun,A1,,the DVD
ear,耳朵,ěrduo,noun,A1,,the ear
east,东方,dōngfāng,noun,A1,,the east
egg,蛋,dàn,noun,A1,,the egg
elephant,大象,dàxiàng,noun,A1,,the elephant
email,电子邮件,diànzǐyóujiàn,noun,A1,,the email
end,结尾,jiéwěi,noun,A1,,the end
euro,欧元,ōuyuán,noun,A1,,the euro
evening,晚上,wǎnshàng,noun,A1,,the evening
event,事件,shìjiàn,noun,A1,,the event
exam,考试,kǎoshì,noun,A1,,the exam
example,例子,lìzi,noun,A1,,the example
exercise,锻炼,duànliàn,noun,A1,,the exercise
eye,眼睛,yǎnjīng,noun,A1,,the eye
face,脸,liǎn,noun,A1,,the face
fact,事实,shìshí,noun,A1,,the fact
family,家庭,jiātíng,noun,A1,,the family
farm,农场,nóngchǎng,noun,A1,,the farm
farmer,农民,nóngmín,noun,A1,,the farmer
father,父亲,fùqīn,noun,A1,,the father
favourite,最喜欢的,zuì xǐhuan de,noun,A1,,the favourite
February,二月,èryuè,noun,A1,,the February
feeling,感觉,gǎnjué,noun,A1,,the feeling
festival,节日,jiérì,noun,A1,,the festival
film,电影,diànyǐng,noun,A1,,the film
fire,火,huǒ,noun,A1,,the fire
fish,鱼,yú,noun,A1,,the fish
flat,平坦的,píngtǎn de,noun,A1,,the flat
flight,航班,hángbān,noun,A1,,the flight
floor,地面,dìmiàn,noun,A1,,the floor
flower,花,huā,noun,A1,,the flower
food,食物,shíwù,noun,A1,,the food
foot,脚,jiǎo,noun,A1,,the foot
football,足球,zúqiú,noun,A1,,the football
form,形式,xíngshì,noun,A1,,the form
Friday,星期五,xīngqīwǔ,noun,A1,,the Friday
friend,朋友,péngyou,noun,A1,,the friend
front,正面,zhèngmiàn,noun,A1,,the front
fruit,水果,shuǐguǒ,noun,A1,,the fruit
fun,乐趣,lèqù,noun,A1,,the fun
future,未来,wèilái,noun,A1,,the future
game,游戏,yóuxì,noun,A1,,the game
garden,花园,huāyuán,noun,A1,,the garden
geography,地理,dìlǐ,noun,A1,,the geography
girl,女孩,nǚhái,noun,A1,,the girl
girlfriend,女朋友,nǚpéngyou,noun,A1,,the girlfriend
glass,玻璃,bōli,noun,A1,,the glass
goodbye,再见,zàijiàn,noun,A1,,the goodbye
grandfather,祖父,zǔfù,noun,A1,,the grandfather
grandmother,祖母,zǔmǔ,noun,A1,,the grandmother
grandparent,祖父母,zǔfùmǔ,noun,A1,,the grandparent
green,绿色的,lǜsè de,noun,A1,,the green
grey,灰色的,huīsè de,noun,A1,,the grey
group,团体,tuántǐ,noun,A1,,the group
guess,猜测,cāicè,noun,A1,,the guess
guitar,吉他,jítā,noun,A1,,the guitar
gym,健身房,jiànshēnfáng,noun,A1,,the gym
hair,头发,tóufa,noun,A1,,the hair
half,一半,yībàn,noun,A1,,the half
hand,手,shǒu,noun,A1,,the hand
hat,帽子,màozi,noun,A1,,the hat
head,头,tóu,noun,A1,,the head
health,健康,jiànkāng,noun,A1,,the health
hello,你好,nǐhǎo,noun,A1,,the hello
help,帮助,bāngzhù,noun,A1,,the help
history,历史,lìshǐ,noun,A1,,the history
hobby,爱好,àihào,noun,A1,,the hobby
holiday,假期,jiàqī,noun,A1,,the holiday
home,家,jiā,noun,A1,,the home
homework,家庭作业,jiātíngzuòyè,noun,A1,,the homework
horse,马,mǎ,noun,A1,,the horse
hospital,医院,yīyuàn,noun,A1,,the hospital
hotel,酒店,jiǔdiàn,noun,A1,,the hotel
hour,小时,xiǎoshí,noun,A1,,the hour
house,房子,fángzi,noun,A1,,the house
husband,丈夫,zhàngfu,noun,A1,,the husband
ice,冰,bīng,noun,A1,,the ice
idea,主意,zhǔyi,noun,A1,,the idea
information,信息,xìnxī,noun,A1,,the information
interest,兴趣,xìngqù,noun,A1,,the interest
internet,互联网,hùliánwǎng,noun,A1,,the internet
interview,面试,miànshì,noun,A1,,the interview
island,岛,dǎo,noun,A1,,the island
jacket,夹克,jiākè,noun,A1,,the jacket
January,一月,yīyuè,noun,A1,,the January
jeans,牛仔裤,niúzǎikù,noun,A1,,the jeans
job,工作,gōngzuò,noun,A1,,the job
journey,旅行,lǚxíng,noun,A1,,the journey
juice,果汁,guǒzhī,noun,A1,,the juice
July,七月,qīyuè,noun,A1,,the July
June,六月,liùyuè,noun,A1,,the June
key,钥匙,yàoshi,noun,A1,,the key
kilometre,公里,gōnglǐ,noun,A1,,the kilometre
kind,种类,zhǒnglèi,noun,A1,,the kind
kitchen,厨房,chúfáng,noun,A1,,the kitchen
land,土地,tǔdì,noun,A1,,the land
language,语言,yǔyán,noun,A1,,the language
laugh,笑,xiào,noun,A1,,the laugh
left,左边,zuǒbian,noun,A1,,the left
leg,腿,tuǐ,noun,A1,,the leg
lesson,课,kè,noun,A1,,the lesson
letter,信,xìn,noun,A1,,the letter
library,图书馆,túshūguǎn,noun,A1,,the library
life,生活,shēnghuó,noun,A1,,the life
light,光,guāng,noun,A1,,the light
line,线,xiàn,noun,A1,,the line
lion,狮子,shīzi,noun,A1,,the lion
list,列表,lièbiǎo,noun,A1,,the list
love,爱,ài,noun,A1,,the love
lunch,午餐,wǔcān,noun,A1,,the lunch
machine,机器,jīqì,noun,A1,,the machine
magazine,杂志,zázhì,noun,A1,,the magazine
man,男人,nánrén,noun,A1,,the man
map,地图,dìtú,noun,A1,,the map
March,行进,xíngjìn,noun,A1,,the March
market,市场,shìchǎng,noun,A1,,the market
match,匹配,pǐpèi,noun,A1,,the match
May,可能,kěnéng,noun,A1,,the May
meal,一顿饭,yīdùnfàn,noun,A1,,the meal
meaning,意义,yìyì,noun,A1,,the meaning
meat,肉,ròu,noun,A1,,the meat
meeting,会议,huìyì,noun,A1,,the meeting
member,成员,chéngyuán,noun,A1,,the member
menu,菜单,càidān,noun,A1,,the menu
message,信息,xìnxī,noun,A1,,the message
metre,仪表,yíbiǎo,noun,A1,,the metre
midnight,午夜,wǔyè,noun,A1,,the midnight
mile,英里,yīnglǐ,noun,A1,,the mile
milk,牛奶,niúnǎi,noun,A1,,the milk
minute,分钟,fēnzhōng,noun,A1,,the minute
mistake,错误,cuòwù,noun,A1,,the mistake
model,模型,móxíng,noun,A1,,the model
moment,片刻,piànkè,noun,A1,,the moment
Monday,周一,zhōuyī,noun,A1,,the Monday
money,钱,qián,noun,A1,,the money
month,月,yuè,noun,A1,,the month
morning,早晨,zǎochén,noun,A1,,the morning
mother,母亲,mǔqīn,noun,A1,,the mother
mountain,山,shān,noun,A1,,the mountain
mouse,老鼠,lǎoshǔ,noun,A1,,the mouse
mouth,嘴,zuǐ,noun,A1,,the mouth
movie,电影,diànyǐng,noun,A1,,the movie
mum,妈妈,māma,noun,A1,,the mum
museum,博物馆,bówùguǎn,noun,A1,,the museum
music,音乐,yīnyuè,noun,A1,,the music
name,姓名,xìngmíng,noun,A1,,the name
neighbour,邻居,línjū,noun,A1,,the neighbour
news,消息,xiāoxi,noun,A1,,the news
newspaper,报纸,bàozhǐ,noun,A1,,the newspaper
night,夜晚,yèwǎn,noun,A1,,the night
north,北,běi,noun,A1,,the north
nose,鼻子,bízi,noun,A1,,the nose
note,笔记,bǐjì,noun,A1,,the note
November,十一月,shíyīyuè,noun,A1,,the November
number,数字,shùzì,noun,A1,,the number
nurse,护士,hùshi,noun,A1,,the nurse
object,目的,mùdì,noun,A1,,the object
October,十月,shíyuè,noun,A1,,the October
office,办公室,bàngōngshì,noun,A1,,the office
onion,洋葱,yángcōng,noun,A1,,the onion
opinion,观点,guāndiǎn,noun,A1,,the opinion
opposite,对面的,duìmiàn de,noun,A1,,the opposite
orange,橙子,chéngzi,noun,A1,,the orange
order,命令,mìnglìng,noun,A1,,the order
page,页,yè,noun,A1,,the page
paint,画,huà,noun,A1,,the paint
painting,绘画,huìhuà,noun,A1,,the painting
pair,一对,yīduì,noun,A1,,the pair
paper,纸,zhǐ,noun,A1,,the paper
paragraph,段落,duànluò,noun,A1,,the paragraph
parent,家长,jiācháng,noun,A1,,the parent
park,公园,gōngyuán,noun,A1,,the park
part,部分,bùfen,noun,A1,,the part
partner,伙伴,huǒbàn,noun,A1,,the partner
party,派对,pàiduì,noun,A1,,the party
passport,护照,hùzhào,noun,A1,,the passport
past,过去的,guòqu de,noun,A1,,the past
pen,笔,bǐ,noun,A1,,the pen
pencil,铅笔,qiānbǐ,noun,A1,,the pencil
people,人们,rénmen,noun,A1,,the people
pepper,胡椒,hújiāo,noun,A1,,the pepper
period,时期,shíqī,noun,A1,,the period
person,人,rén,noun,A1,,the person
phone,电话,diànhuà,noun,A1,,the phone
photo,照片,zhàopiàn,noun,A1,,the photo
photograph,照片,zhàopiàn,noun,A1,,the photograph
phrase,短语,duǎnyǔ,noun,A1,,the phrase
piano,钢琴,gāngqín,noun,A1,,the piano
picture,图片,túpiàn,noun,A1,,the picture
piece,片,piàn,noun,A1,,the piece
pig,猪,zhū,noun,A1,,the pig
pink,粉色的,fěnsè de,noun,A1,,the pink
place,地方,dìfāng,noun,A1,,the place
plan,计划,jìhuà,noun,A1,,the plan
plane,飞机,fēijī,noun,A1,,the plane
plant,植物,zhíwù,noun,A1,,the plant
play,玩,wán,noun,A1,,the play
player,玩家,wánjiā,noun,A1,,the player
point,观点,guāndiǎn,noun,A1,,the point
police,警察,jǐngchá,noun,A1,,the police
policeman,警察,jǐngchá,noun,A1,,the policeman
pool,水池,shuǐchí,noun,A1,,the pool
post,邮政,yóuzhèng,noun,A1,,the post
potato,土豆,tǔdòu,noun,A1,,the potato
pound,磅,bàng,noun,A1,,the pound
practice,实践,shíjiàn,noun,A1,,the practice
present,展示,zhǎnshì,noun,A1,,the present
price,价格,jiàgé,noun,A1,,the price
problem,问题,wèntí,noun,A1,,the problem
product,产品,chǎnpǐn,noun,A1,,the product
programme,程序,chéngxù,noun,A1,,the programme
project,项目,xiàngmù,noun,A1,,the project
purple,紫色的,zǐsè de,noun,A1,,the purple
quarter,四分之一,sìfēnzhīyī,noun,A1,,the quarter
question,问题,wèntí,noun,A1,,the question
radio,收音机,shōuyīnjī,noun,A1,,the radio
rain,雨,yǔ,noun,A1,,the rain
reader,读者,dúzhě,noun,A1,,the reader
reading,阅读,yuèdú,noun,A1,,the reading
reason,原因,yuányīn,noun,A1,,the reason
red,红色的,hóngsè de,noun,A1,,the red
report,报告,bàogào,noun,A1,,the report
restaurant,餐厅,cāntīng,noun,A1,,the restaurant
result,结果,jiéguǒ,noun,A1,,the result
return,返回,fǎnhuí,noun,A1,,the return
rice,米,mǐ,noun,A1,,the rice
right,正确的,zhèngquè de,noun,A1,,the right
river,河,hé,noun,A1,,the river
road,路,lù,noun,A1,,the road
room,房间,fángjiān,noun,A1,,the room
routine,常规,chángguī,noun,A1,,the routine
rule,规则,guīzé,noun,A1,,the rule
salad,沙拉,shālā,noun,A1,,the salad
salt,盐,yán,noun,A1,,the salt
sandwich,三明治,sānmíngzhì,noun,A1,,the sandwich
Saturday,周六,zhōuliù,noun,A1,,the Saturday
school,学校,xuéxiào,noun,A1,,the school
science,科学,kēxué,noun,A1,,the science
scientist,科学家,kēxuéjiā,noun,A1,,the scientist
sea,海,hǎi,noun,A1,,the sea
second,第二,dìèr,noun,A1,,the second
section,部分,bùfen,noun,A1,,the section
sentence,句子,jùzi,noun,A1,,the sentence
September,九月,jiǔyuè,noun,A1,,the September
sheep,羊,yáng,noun,A1,,the sheep
shirt,衬衫,chènshān,noun,A1,,the shirt
shoe,鞋,xié,noun,A1,,the shoe
shop,店铺,diànpù,noun,A1,,the shop
shopping,购物,gòuwù,noun,A1,,the shopping
show,展示,zhǎnshì,noun,A1,,the show
shower,淋浴,línyù,noun,A1,,the shower
singer,歌手,gēshǒu,noun,A1,,the singer
sister,姐姐,jiějie,noun,A1,,the sister
situation,情况,qíngkuàng,noun,A1,,the situation
skill,技能,jìnéng,noun,A1,,the skill
skirt,裙子,qúnzi,noun,A1,,the skirt
snake,蛇,shé,noun,A1,,the snake
snow,雪,xuě,noun,A1,,the snow
son,儿子,érzi,noun,A1,,the son
song,歌曲,gēqǔ,noun,A1,,the song
sound,声音,shēngyīn,noun,A1,,the sound
soup,汤,tāng,noun,A1,,the soup
south,南,nán,noun,A1,,the south
space,空间,kōngjiān,noun,A1,,the space
spelling,拼写,pīnxiě,noun,A1,,the spelling
sport,运动,yùndòng,noun,A1,,the sport
spring,春天,chūntiān,noun,A1,,the spring
star,星星,xīngxing,noun,A1,,the star
statement,陈述,chénshù,noun,A1,,the statement
station,车站,chēzhàn,noun,A1,,the station
stop,停止,tíngzhǐ,noun,A1,,the stop
story,故事,gùshi,noun,A1,,the story
street,街道,jiēdào,noun,A1,,the street
student,学生,xuésheng,noun,A1,,the student
study,学习,xuéxí,noun,A1,,the study
style,风格,fēnggé,noun,A1,,the style
subject,主题,zhǔtǐ,noun,A1,,the subject
success,成功,chénggōng,noun,A1,,the success
sugar,糖,táng,noun,A1,,the sugar
summer,夏天,xiàtiān,noun,A1,,the summer
sun,太阳,tàiyáng,noun,A1,,the sun
Sunday,星期日,xīngqīrì,noun,A1,,the Sunday
supermarket,超级市场,chāojíshìchǎng,noun,A1,,the supermarket
sweater,毛衣,máoyī,noun,A1,,the sweater
swimming,游泳,yóuyǒng,noun,A1,,the swimming
T-shirt,T恤,txù,noun,A1,,the T-shirt
table,桌子,zhuōzi,noun,A1,,the table
taxi,出租车,chūzūchē,noun,A1,,the taxi
tea,茶,chá,noun,A1,,the tea
teacher,老师,lǎoshī,noun,A1,,the teacher
team,团队,tuánduì,noun,A1,,the team
teenager,青少年,qīngshàonián,noun,A1,,the teenager
telephone,电话,diànhuà,noun,A1,,the telephone
television,电视,diànshì,noun,A1,,the television
tennis,网球,wǎngqiú,noun,A1,,the tennis
test,测试,cèshì,noun,A1,,the test
text,文本,wénběn,noun,A1,,the text
thanks,谢谢,xièxie,noun,A1,,the thanks
theatre,剧院,jùyuàn,noun,A1,,the theatre
thing,事物,shìwù,noun,A1,,the thing
Thursday,周四,zhōusì,noun,A1,,the Thursday
ticket,票,piào,noun,A1,,the ticket
time,时间,shíjiān,noun,A1,,the time
title,标题,biāotí,noun,A1,,the title
today,今天,jīntiān,noun,A1,,the today
toilet,洗手间,xǐshǒujiān,noun,A1,,the toilet
tomato,番茄,fānqié,noun,A1,,the tomato
tomorrow,明天,míngtiān,noun,A1,,the tomorrow
tonight,今晚,jīnwǎn,noun,A1,,the tonight
tooth,齿,chǐ,noun,A1,,the tooth
topic,话题,huàtí,noun,A1,,the topic
tourist,游客,yóukè,noun,A1,,the tourist
town,镇,zhèn,noun,A1,,the town
traffic,交通,jiāotōng,noun,A1,,the traffic
train,火车,huǒchē,noun,A1,,the train
travel,旅行,lǚxíng,noun,A1,,the travel
tree,树,shù,noun,A1,,the tree
trip,旅行,lǚxíng,noun,A1,,the trip
trousers,裤子,kùzi,noun,A1,,the trousers
Tuesday,周二,zhōuèr,noun,A1,,the Tuesday
turn,转动,zhuàndòng,noun,A1,,the turn
TV,电视,diànshì,noun,A1,,the TV
type,类型,lèixíng,noun,A1,,the type
umbrella,伞,sǎn,noun,A1,,the umbrella
uncle,叔叔,shūshu,noun,A1,,the uncle
university,大学,dàxué,noun,A1,,the university
vacation,假期,jiàqī,noun,A1,,the vacation
vegetable,蔬菜,shūcài,noun,A1,,the vegetable
video,视频,shìpín,noun,A1,,the video
village,村庄,cūnzhuāng,noun,A1,,the village
visit,访问,fǎngwèn,noun,A1,,the visit
visitor,游客,yóukè,noun,A1,,the visitor
waiter,服务员,fúwùyuán,noun,A1,,the waiter
walk,走,zǒu,noun,A1,,the walk
wall,墙,qiáng,noun,A1,,the wall
watch,手表,shǒubiǎo,noun,A1,,the watch
water,水,shuǐ,noun,A1,,the water
way,方式,fāngshì,noun,A1,,the way
weather,天气,tiānqì,noun,A1,,the weather
website,网站,wǎngzhàn,noun,A1,,the website
Wednesday,周三,zhōusān,noun,A1,,the Wednesday
week,星期,xīngqī,noun,A1,,the week
weekend,周末,zhōumò,noun,A1,,the weekend
west,西方,xīfāng,noun,A1,,the west
white,白色的,báisè de,noun,A1,,the white
wife,妻子,qīzi,noun,A1,,the wife
window,窗户,chuānghù,noun,A1,,the window
wine,葡萄酒,pútaojiǔ,noun,A1,,the wine
winter,冬天,dōngtiān,noun,A1,,the winter
woman,女士,nǚshì,noun,A1,,the woman
word,单词,dāncí,noun,A1,,the word
work,工作,gōngzuò,noun,A1,,the work
worker,工人,gōngrén,noun,A1,,the worker
world,世界,shìjiè,noun,A1,,the world
writer,作家,zuòjiā,noun,A1,,the writer
writing,写作,xiězuò,noun,A1,,the writing
year,年,nián,noun,A1,,the year
yellow,黄色的,huángsè de,noun,A1,,the yellow
yesterday,昨天,zuótiān,noun,A1,,the yesterday
percent,百分,bǎifēn,noun,A2,,the percent
ability,能力,nénglì,noun,A2,,the ability
accident,事故,shìgù,noun,A2,,the accident
advantage,优势,yōushì,noun,A2,,the advantage
adventure,冒险,màoxiǎn,noun,A2,,the adventure
advertisement,广告,guǎnggào,noun,A2,,the advertisement
advertising,广告,guǎnggào,noun,A2,,the advertising
airline,航空公司,hángkōnggōngsī,noun,A2,,the airline
alternative,选择,xuǎnzé,noun,A2,,the alternative
amount,数量,shùliàng,noun,A2,,the amount
ankle,踝,huái,noun,A2,,the ankle
app,应用程序,yìngyòngchéngxù,noun,A2,,the app
appearance,外貌,wàimào,noun,A2,,the appearance
architect,建筑师,jiànzhùshī,noun,A2,,the architect
architecture,建筑学,jiànzhùxué,noun,A2,,the architecture
argument,争论,zhēnglùn,noun,A2,,the argument
army,军队,jūnduì,noun,A2,,the army
arrangement,安排,ānpái,noun,A2,,the arrangement
assistant,助手,zhùshǒu,noun,A2,,the assistant
athlete,运动员,yùndòngyuán,noun,A2,,the athlete
attack,攻击,gōngjī,noun,A2,,the attack
attention,注意力,zhùyìlì,noun,A2,,the attention
audience,观众,guānzhòng,noun,A2,,the audience
author,作者,zuòzhě,noun,A2,,the author
average,平均的,píngjūn de,noun,A2,,the average
award,奖,jiǎng,noun,A2,,the award
background,背景,bèijǐng,noun,A2,,the background
bar,酒吧,jiǔbā,noun,A2,,the bar
baseball,棒球,bàngqiú,noun,A2,,the baseball
basketball,篮球,lánqiú,noun,A2,,the basketball
bean,豆,dòu,noun,A2,,the bean
bear,熊,xióng,noun,A2,,the bear
beef,牛肉,niúròu,noun,A2,,the beef
behaviour,行为,xíngwéi,noun,A2,,the behaviour
belt,腰带,yāodài,noun,A2,,the belt
benefit,益处,yìchu,noun,A2,,the benefit
best,最好的,zuìhǎo de,noun,A2,,the best
bin,垃圾桶,lājītǒng,noun,A2,,the bin
biology,生物学,shēngwùxué,noun,A2,,the biology
birth,出生,chūshēng,noun,A2,,the birth
biscuit,饼干,bǐnggān,noun,A2,,the biscuit
bit,少量,shǎoliàng,noun,A2,,the bit
blank,空白的,kòngbái de,noun,A2,,the blank
blood,血,xuè,noun,A2,,the blood
board,木板,mùbǎn,noun,A2,,the board
bone,骨,gǔ,noun,A2,,the bone
boss,老板,lǎobǎn,noun,A2,,the boss
bottom,底部,dǐbù,noun,A2,,the bottom
bowl,碗,wǎn,noun,A2,,the bowl
brain,脑,nǎo,noun,A2,,the brain
bridge,桥,qiáo,noun,A2,,the bridge
brush,刷子,shuāzi,noun,A2,,the brush
businessman,商人,shāngrén,noun,A2,,the businessman
button,按钮,ànniǔ,noun,A2,,the button
camp,营,yíng,noun,A2,,the camp
camping,野营,yěyíng,noun,A2,,the camping
can,能,néng,noun,A2,,the can
care,关心,guānxīn,noun,A2,,the care
carpet,地毯,dìtǎn,noun,A2,,the carpet
cartoon,卡通片,kǎtōngpiàn,noun,A2,,the cartoon
case,案件,ànjiàn,noun,A2,,the case
cash,现金,xiànjīn,noun,A2,,the cash
castle,城堡,chéngbǎo,noun,A2,,the castle
cause,原因,yuányīn,noun,A2,,the cause
celebrity,名人,míngrén,noun,A2,,the celebrity
chance,机会,jīhuì,noun,A2,,the chance
character,特点,tèdiǎn,noun,A2,,the character
charity,慈善机构,císhànjīgòu,noun,A2,,the charity
chat,聊天,liáotiān,noun,A2,,the chat
check,查看,chákàn,noun,A2,,the check
chef,厨师,chúshī,noun,A2,,the chef
chemistry,化学,huàxué,noun,A2,,the chemistry
chip,芯片,xīnpiàn,noun,A2,,the chip
choice,选择,xuǎnzé,noun,A2,,the choice
church,教会,jiàohuì,noun,A2,,the church
cigarette,香烟,xiāngyān,noun,A2,,the cigarette
circle,圆圈,yuánquān,noun,A2,,the circle
climate,气候,qìhòu,noun,A2,,the climate
clothing,衣服,yīfú,noun,A2,,the clothing
cloud,云,yún,noun,A2,,the cloud
coach,教练,jiàoliàn,noun,A2,,the coach
coast,海岸,hǎiàn,noun,A2,,the coast
code,代码,dàimǎ,noun,A2,,the code
colleague,同事,tóngshì,noun,A2,,the colleague
column,柱子,zhùzi,noun,A2,,the column
comedy,喜剧,xǐjù,noun,A2,,the comedy
comment,评论,pínglùn,noun,A2,,the comment
community,社区,shèqū,noun,A2,,the community
competition,竞赛,jìngsài,noun,A2,,the competition
condition,状况,zhuàngkuàng,noun,A2,,the condition
conference,会议,huìyì,noun,A2,,the conference
context,语境,yǔjìng,noun,A2,,the context
